,seller_zip_code_prefix_3_digits,customer_zip_code_prefix_3_digits,frequency,freight_value,delay,phy_dist,efficiency
510,032,025,2,12.559999999999999,4.3479571759259255,14.636585097223938,0.29740661251837175
511,032,026,3,11.156666666666666,6.725227623456791,18.088636358023958,0.3734747756824726
512,032,027,1,23.11,1.0818055555555555,17.879764125588462,0.0605044645979048
513,032,028,3,13.203333333333333,10.769625771604938,20.93837885954676,0.502360636482769
514,032,029,3,10.023333333333333,8.399737654320989,21.041330691594514,0.3641612812264305
515,032,030,7,9.872,3.727282407407407,9.477741013095248,0.3948863600870953
516,032,031,3,22.763333333333335,12.096855709876543,3.6698710602954776,4.647333663780063
517,032,032,2,16.53,3.827060185185185,1.3607452129521438,2.787898346368904
518,032,034,1,18.64,2.7574189814814813,3.60464645708215,0.7649623934863023
519,032,035,3,14.313333333333333,2.5211033950617283,8.11528674805102,0.31075056615334445
520,032,036,10,17.774444444444445,4.135321502057613,9.222133281216353,0.4423103683988725
521,032,037,4,20.580000000000002,7.541828703703703,10.753807073072604,0.704614508917367
522,032,038,1,29.98,3.057916666666667,14.028717620802334,0.2179754949327847
523,032,039,1,11.21,14.985486111111111,5.127573199366062,2.9225299237003215
524,032,040,28,21.819166666666664,3.662593557098764,9.179336534984403,0.3970086032719617
525,032,041,16,11.393333333333334,5.291212705761316,7.130498319649226,0.7773459434101793
526,032,042,7,9.528333333333332,5.304320987654321,5.486135890301555,1.0433775575532385
527,032,043,9,14.415,4.4705208333333335,10.740726037969045,0.4177283754197524
528,032,044,8,11.959999999999999,9.343923611111112,13.922370570037828,0.6644909649894309
529,032,045,11,13.433333333333334,4.153842592592593,11.92580425696216,0.3489735010209785
530,032,046,4,9.5675,4.533451967592592,16.542685594094362,0.28038712609007543
531,032,047,2,15.44,5.839751157407408,15.56525099106402,0.3751833891709523
532,032,048,9,9.028,7.443828703703703,22.51328745521399,0.33063877484471804
533,032,049,3,14.29,6.8615354938271595,24.36262276217045,0.30173503604789936
534,032,050,9,10.0725,6.882309027777778,14.60772906625625,0.4805573143201441
535,032,051,6,15.952000000000002,8.001708333333333,21.206548376400836,0.3706354429345121
536,032,053,1,16.04,3.0059375,21.042758988672542,0.14284902001767527
537,032,054,1,7.39,2.483865740740741,14.330218267716065,0.17333062862947005
538,032,055,1,7.39,2.4047453703703705,19.80267729324358,0.12143536627700532
